,comp1,comp2,w
25066,2017.comp.601991,2017.comp.600236,1
25067,2017.comp.601991,2017.comp.600825,1
25068,2018.comp.600578,2018.comp.600578,23
25069,2018.comp.600578,2018.comp.601991,2
25070,2018.comp.601991,2018.comp.600011,1
25071,2018.comp.601991,2018.comp.600210,1
25072,2018.comp.601991,2018.comp.600396,1
25073,2018.comp.601991,2018.comp.600578,2
25074,2018.comp.601991,2018.comp.601991,28
25075,2018.comp.601991,2018.comp.600744,2
25076,2018.comp.601991,2018.comp.600236,2
25077,2019.comp.600578,2019.comp.601991,2
25078,2019.comp.600578,2019.comp.600578,24
25079,2019.comp.600578,2019.comp.600791,1
25080,2019.comp.600578,2019.comp.601101,1
25081,2019.comp.600791,2019.comp.600578,1
25082,2019.comp.600791,2019.comp.600791,15
25083,2019.comp.600791,2019.comp.601101,1
25084,2020.comp.600578,2020.comp.767,1
25085,2020.comp.600578,2020.comp.601991,2
25086,2020.comp.600578,2020.comp.600578,20
25087,2020.comp.600578,2020.comp.600791,1
25088,2020.comp.600578,2020.comp.601101,1
25089,2020.comp.600791,2020.comp.600578,1
25090,2020.comp.600791,2020.comp.600791,18
25091,2020.comp.600791,2020.comp.601101,1
25092,2010.comp.598,2010.comp.598,13
25093,2014.comp.600579,2014.comp.600579,13
25094,2015.comp.600579,2015.comp.600378,1
25095,2015.comp.600579,2015.comp.600579,13
25096,2015.comp.698,2015.comp.410,1
25097,2015.comp.698,2015.comp.698,22
25098,2016.comp.600579,2016.comp.600579,12
25099,2016.comp.698,2016.comp.300082,1
25100,2016.comp.698,2016.comp.698,19
25101,2019.comp.600579,2019.comp.815,1
25102,2019.comp.600579,2019.comp.600378,1
25103,2019.comp.600579,2019.comp.600579,25
25104,2019.comp.600579,2019.comp.600469,1
25105,2019.comp.600469,2019.comp.600210,1
25106,2019.comp.600469,2019.comp.600592,1
25107,2019.comp.600469,2019.comp.600579,1
25108,2019.comp.600469,2019.comp.600469,21
25109,2019.comp.600469,2019.comp.600835,1
25110,2020.comp.600579,2020.comp.416,1
25111,2020.comp.600579,2020.comp.815,1
25112,2020.comp.600579,2020.comp.300205,1
25113,2020.comp.600579,2020.comp.600579,21
25114,2020.comp.600579,2020.comp.688559,1
25115,2020.comp.600469,2020.comp.600210,1
25116,2020.comp.600469,2020.comp.600592,1
25117,2020.comp.600469,2020.comp.600469,17
25118,2020.comp.600469,2020.comp.600835,1
25119,2008.comp.600581,2008.comp.600089,1
25120,2008.comp.600581,2008.comp.600581,19
25121,2008.comp.600845,2008.comp.2063,1
25122,2008.comp.600845,2008.comp.600845,17
25123,2008.comp.600019,2008.comp.600019,30
25124,2009.comp.600581,2009.comp.2302,2
25125,2009.comp.600581,2009.comp.600425,1
25126,2009.comp.600581,2009.comp.600581,20
25127,2009.comp.600845,2009.comp.2063,1
25128,2009.comp.600845,2009.comp.600845,17
25129,2009.comp.600845,2009.comp.600843,1
25130,2009.comp.600845,2009.comp.600019,1
25131,2010.comp.600845,2010.comp.2063,1
25132,2010.comp.600845,2010.comp.600845,18
25133,2010.comp.600845,2010.comp.600019,1
25134,2016.comp.600581,2016.comp.600089,1
25135,2016.comp.600581,2016.comp.600425,1
25136,2016.comp.600581,2016.comp.600581,19
25137,2020.comp.600581,2020.comp.2302,1
25138,2020.comp.600581,2020.comp.600089,1
25139,2020.comp.600581,2020.comp.600581,16
25140,2009.comp.600582,2009.comp.2202,1
25141,2009.comp.600582,2009.comp.600582,21
25142,2010.comp.600582,2010.comp.600582,23
25143,2011.comp.600582,2011.comp.680,1
25144,2011.comp.600582,2011.comp.600710,1
25145,2011.comp.600582,2011.comp.600582,23
25146,2012.comp.600582,2012.comp.680,1
25147,2012.comp.600582,2012.comp.600710,1
25148,2012.comp.600582,2012.comp.600582,23
25149,2013.comp.600582,2013.comp.680,1
25150,2013.comp.600582,2013.comp.748,1
25151,2013.comp.600582,2013.comp.938,1
25152,2013.comp.600582,2013.comp.600582,23
25153,2007.comp.600583,2007.comp.600583,19
25154,2007.comp.601808,2007.comp.601808,22
25155,2008.comp.600583,2008.comp.600188,1
25156,2008.comp.600583,2008.comp.600583,20
25157,2008.comp.601808,2008.comp.601808,17
25158,2009.comp.600583,2009.comp.600583,25
25159,2009.comp.601808,2009.comp.601808,17
25160,2009.comp.601808,2009.comp.600843,1
25161,2010.comp.600583,2010.comp.600583,20
25162,2010.comp.600583,2010.comp.601808,2
25163,2010.comp.601808,2010.comp.600583,2
25164,2010.comp.601808,2010.comp.601808,15
25165,2011.comp.600583,2011.comp.600583,19
25166,2011.comp.600583,2011.comp.601808,2
25167,2011.comp.600583,2011.comp.601798,1
25168,2011.comp.601808,2011.comp.600583,2
25169,2011.comp.601808,2011.comp.601808,15
25170,2012.comp.600583,2012.comp.601318,1
25171,2012.comp.600583,2012.comp.600583,20
25172,2012.comp.600583,2012.comp.601808,2
25173,2012.comp.600583,2012.comp.601798,2
25174,2012.comp.601808,2012.comp.600583,2
25175,2012.comp.601808,2012.comp.601808,15
25176,2013.comp.600583,2013.comp.601318,1
25177,2013.comp.600583,2013.comp.938,1
25178,2013.comp.600583,2013.comp.2123,1
25179,2013.comp.600583,2013.comp.600583,22
25180,2013.comp.600583,2013.comp.601808,2
25181,2013.comp.600583,2013.comp.601798,1
25182,2013.comp.601808,2013.comp.600583,2
25183,2013.comp.601808,2013.comp.601808,20
25184,2014.comp.600583,2014.comp.938,1
25185,2014.comp.600583,2014.comp.600583,17
25186,2014.comp.600583,2014.comp.601808,1
25187,2014.comp.600583,2014.comp.601788,1
25188,2014.comp.600583,2014.comp.601798,1
25189,2014.comp.601808,2014.comp.1,1
25190,2014.comp.601808,2014.comp.600583,1
25191,2014.comp.601808,2014.comp.601808,19
25192,2015.comp.600583,2015.comp.938,1
25193,2015.comp.600583,2015.comp.600583,17
25194,2015.comp.600583,2015.comp.601808,3
25195,2015.comp.600583,2015.comp.601788,1
25196,2015.comp.600583,2015.comp.601798,1
25197,2015.comp.601808,2015.comp.157,1
25198,2015.comp.601808,2015.comp.600383,1
25199,2015.comp.601808,2015.comp.600583,3
25200,2015.comp.601808,2015.comp.601808,20
25201,2016.comp.600583,2016.comp.46,1
25202,2016.comp.600583,2016.comp.63,1
25203,2016.comp.600583,2016.comp.938,1
25204,2016.comp.600583,2016.comp.2123,1
25205,2016.comp.600583,2016.comp.600340,1
25206,2016.comp.600583,2016.comp.600583,23
25207,2016.comp.600583,2016.comp.601808,3
25208,2016.comp.600583,2016.comp.601798,1
25209,2016.comp.601808,2016.comp.600583,3
25210,2016.comp.601808,2016.comp.601808,19
25211,2016.comp.601808,2016.comp.39,1
25212,2017.comp.600583,2017.comp.600376,1
25213,2017.comp.600583,2017.comp.46,1
25214,2017.comp.600583,2017.comp.601798,1
25215,2017.comp.600583,2017.comp.300198,1
25216,2017.comp.600583,2017.comp.600583,18
25217,2017.comp.600583,2017.comp.601808,3
25218,2017.comp.601808,2017.comp.39,1
25219,2017.comp.601808,2017.comp.600583,3
25220,2017.comp.601808,2017.comp.601808,19
25221,2018.comp.600583,2018.comp.600376,1
25222,2018.comp.600583,2018.comp.46,1
25223,2018.comp.600583,2018.comp.601798,1
25224,2018.comp.600583,2018.comp.538,1
25225,2018.comp.600583,2018.comp.300096,1
25226,2018.comp.600583,2018.comp.300198,1
25227,2018.comp.600583,2018.comp.600583,18
25228,2018.comp.600583,2018.comp.601808,5
25229,2018.comp.601808,2018.comp.39,1
25230,2018.comp.601808,2018.comp.600583,5
25231,2018.comp.601808,2018.comp.601808,18
25232,2019.comp.600583,2019.comp.600968,1
25233,2019.comp.600583,2019.comp.538,1
25234,2019.comp.600583,2019.comp.2682,1
25235,2019.comp.600583,2019.comp.300198,1
25236,2019.comp.600583,2019.comp.600583,19
25237,2019.comp.600583,2019.comp.601808,3
25238,2019.comp.600583,2019.comp.601798,1
25239,2019.comp.601808,2019.comp.39,1
25240,2019.comp.601808,2019.comp.600968,1
25241,2019.comp.601808,2019.comp.600583,3
25242,2019.comp.601808,2019.comp.601808,17
25243,2020.comp.600583,2020.comp.2682,1
25244,2020.comp.600583,2020.comp.600376,1
25245,2020.comp.600583,2020.comp.600583,23
25246,2020.comp.600583,2020.comp.600968,1
25247,2020.comp.600583,2020.comp.601808,4
25248,2020.comp.600583,2020.comp.601798,1
25249,2020.comp.600968,2020.comp.300613,1
25250,2020.comp.600968,2020.comp.600583,1
25251,2020.comp.600968,2020.comp.600968,19
25252,2020.comp.600968,2020.comp.601808,2
25253,2020.comp.601808,2020.comp.600583,4
25254,2020.comp.601808,2020.comp.600968,2
25255,2020.comp.601808,2020.comp.601808,24
25256,2020.comp.600584,2020.comp.600060,1
25257,2020.comp.600584,2020.comp.2185,1
25258,2020.comp.600584,2020.comp.600584,19
25259,2020.comp.600584,2020.comp.3031,1
25260,2020.comp.600584,2020.comp.688126,1
25261,2020.comp.600584,2020.comp.688981,3
25262,2020.comp.3031,2020.comp.2185,1
25263,2020.comp.3031,2020.comp.600584,1
25264,2020.comp.3031,2020.comp.3031,18
25265,2004.comp.600585,2004.comp.619,7
25266,2004.comp.600585,2004.comp.600585,19
25267,2005.comp.600585,2005.comp.600585,19
25268,2005.comp.600585,2005.comp.619,5
25269,2005.comp.619,2005.comp.600585,5
25270,2005.comp.619,2005.comp.619,14
25271,2014.comp.600425,2014.comp.619,1
25272,2014.comp.600425,2014.comp.600585,3
25273,2014.comp.600425,2014.comp.2205,1
25274,2014.comp.600425,2014.comp.2302,3
25275,2014.comp.600425,2014.comp.600425,34
25276,2014.comp.600425,2014.comp.600581,1
25277,2017.comp.600425,2017.comp.877,1
25278,2017.comp.600425,2017.comp.2302,1
25279,2017.comp.600425,2017.comp.600101,1
25280,2017.comp.600425,2017.comp.600540,1
25281,2017.comp.600425,2017.comp.600425,31
25282,2015.comp.600587,2015.comp.409,1
25283,2015.comp.600587,2015.comp.600587,14
25284,2012.comp.899,2012.comp.600103,1
25285,2012.comp.899,2012.comp.899,25
25286,2017.comp.600593,2017.comp.200706,1
25287,2017.comp.600593,2017.comp.600593,20
25288,2014.comp.600595,2014.comp.612,1
25289,2014.comp.600595,2014.comp.600595,17
25290,2016.comp.600595,2016.comp.600595,16
25291,2015.comp.600837,2015.comp.600637,1
25292,2015.comp.600837,2015.comp.600655,1
25293,2015.comp.600837,2015.comp.600642,1
25294,2015.comp.600837,2015.comp.600597,1
25295,2015.comp.600837,2015.comp.600389,1
25296,2015.comp.600837,2015.comp.600837,42
25297,2015.comp.600837,2015.comp.600606,1
25298,2015.comp.600837,2015.comp.600827,2
25299,2015.comp.600837,2015.comp.600958,2
25300,2015.comp.600837,2015.comp.601601,1
25301,2015.comp.600837,2015.comp.601818,1
25302,2015.comp.600598,2015.comp.600598,15
25303,2016.comp.600598,2016.comp.600598,13
25304,2017.comp.600598,2017.comp.600598,14
25305,2018.comp.600598,2018.comp.600598,14
25306,2019.comp.600598,2019.comp.600598,14
25307,2019.comp.600598,2019.comp.600864,1
25308,2020.comp.600598,2020.comp.600598,23
25309,2009.comp.600601,2009.comp.600601,17
25310,2011.comp.600601,2011.comp.600601,17
25311,2011.comp.600730,2011.comp.600730,19
25312,2012.comp.600601,2012.comp.600601,17
25313,2012.comp.600730,2012.comp.600730,21
25314,2014.comp.600601,2014.comp.600601,15
25315,2014.comp.601901,2014.comp.839,1
25316,2014.comp.601901,2014.comp.600433,1
25317,2014.comp.601901,2014.comp.300179,1
25318,2014.comp.601901,2014.comp.600111,1
25319,2014.comp.601901,2014.comp.601901,28
25320,2015.comp.600601,2015.comp.600601,23
25321,2015.comp.601901,2015.comp.839,1
25322,2015.comp.601901,2015.comp.600111,1
25323,2015.comp.601901,2015.comp.601901,33
25324,2015.comp.601901,2015.comp.600730,2
25325,2018.comp.600601,2018.comp.600060,1
25326,2018.comp.600601,2018.comp.600150,1
25327,2018.comp.600601,2018.comp.600601,18
25328,2018.comp.600601,2018.comp.600730,3
25329,2018.comp.600730,2018.comp.600601,3
25330,2018.comp.600730,2018.comp.600730,22
25331,2019.comp.600601,2019.comp.600060,1
25332,2019.comp.600601,2019.comp.600150,1
25333,2019.comp.600601,2019.comp.600601,15
25334,2019.comp.600601,2019.comp.600730,3
25335,2019.comp.600730,2019.comp.300291,1
25336,2019.comp.600730,2019.comp.600111,1
25337,2019.comp.600730,2019.comp.600601,3
25338,2019.comp.600730,2019.comp.600730,18
25339,2019.comp.600730,2019.comp.2542,1
25340,2020.comp.600601,2020.comp.600060,1
25341,2020.comp.600601,2020.comp.600601,14
25342,2020.comp.600601,2020.comp.600730,2
25343,2020.comp.600730,2020.comp.2542,1
25344,2020.comp.600730,2020.comp.300291,1
25345,2020.comp.600730,2020.comp.600111,1
25346,2020.comp.600730,2020.comp.600601,2
25347,2020.comp.600730,2020.comp.600730,18
25348,2004.comp.600602,2004.comp.600602,24
25349,2004.comp.600602,2004.comp.600637,3
25350,2004.comp.600637,2004.comp.600602,3
25351,2004.comp.600637,2004.comp.600637,25
25352,2004.comp.600637,2004.comp.600636,1
25353,2004.comp.600637,2004.comp.600833,1
25354,2005.comp.600602,2005.comp.600602,25
25355,2005.comp.600602,2005.comp.600637,3
25356,2005.comp.600637,2005.comp.600602,3
25357,2005.comp.600637,2005.comp.600637,23
25358,2005.comp.600637,2005.comp.600833,1
25359,2006.comp.600602,2006.comp.600602,23
25360,2006.comp.600602,2006.comp.600637,3
25361,2006.comp.600637,2006.comp.600602,3
25362,2006.comp.600637,2006.comp.600637,23
25363,2007.comp.600602,2007.comp.600602,22
25364,2007.comp.600602,2007.comp.600637,3
25365,2007.comp.600637,2007.comp.600602,3
25366,2007.comp.600637,2007.comp.600637,21
25367,2007.comp.600637,2007.comp.600835,2
25368,2008.comp.600602,2008.comp.600602,17
25369,2008.comp.600602,2008.comp.600637,2
25370,2008.comp.600637,2008.comp.600602,2
25371,2008.comp.600637,2008.comp.600637,30
25372,2008.comp.600637,2008.comp.600835,2
25373,2009.comp.600602,2009.comp.600602,25
25374,2009.comp.600602,2009.comp.600637,8
25375,2009.comp.600602,2009.comp.600651,2
25376,2009.comp.600637,2009.comp.600602,8
25377,2009.comp.600637,2009.comp.600637,23
25378,2009.comp.600637,2009.comp.600651,2
25379,2011.comp.600602,2011.comp.600602,22
25380,2011.comp.600602,2011.comp.600637,4
25381,2011.comp.600602,2011.comp.600651,2
25382,2011.comp.600602,2011.comp.600621,2
25383,2011.comp.600637,2011.comp.600602,4
25384,2011.comp.600637,2011.comp.600637,35
25385,2011.comp.600637,2011.comp.600651,2
25386,2011.comp.600637,2011.comp.600621,2
25387,2011.comp.600651,2011.comp.600602,2
25388,2011.comp.600651,2011.comp.600637,2
25389,2011.comp.600651,2011.comp.600651,20
25390,2011.comp.600651,2011.comp.600621,1
25391,2012.comp.600602,2012.comp.600602,23
25392,2012.comp.600602,2012.comp.600651,2
25393,2012.comp.600602,2012.comp.600654,5
25394,2012.comp.600602,2012.comp.600621,3
25395,2012.comp.600651,2012.comp.300306,1
25396,2012.comp.600651,2012.comp.600602,2
25397,2012.comp.600651,2012.comp.600651,23
25398,2012.comp.600651,2012.comp.600654,5
25399,2012.comp.600651,2012.comp.600621,1
25400,2012.comp.600654,2012.comp.600602,5
25401,2012.comp.600654,2012.comp.600651,5
25402,2012.comp.600654,2012.comp.600654,28
25403,2012.comp.600654,2012.comp.600621,3
25404,2013.comp.600602,2013.comp.600602,21
25405,2013.comp.600602,2013.comp.600651,6
25406,2013.comp.600651,2013.comp.300306,1
25407,2013.comp.600651,2013.comp.600602,6
25408,2013.comp.600651,2013.comp.600651,20
25409,2014.comp.600602,2014.comp.600602,23
25410,2014.comp.600602,2014.comp.600651,6
25411,2014.comp.600651,2014.comp.600602,6
25412,2014.comp.600651,2014.comp.600651,18
25413,2015.comp.600602,2015.comp.600602,25
25414,2015.comp.600602,2015.comp.600651,6
25415,2015.comp.600651,2015.comp.600602,6
25416,2015.comp.600651,2015.comp.600651,31
25417,2015.comp.600651,2015.comp.600621,1
25418,2015.comp.600621,2015.comp.625,1
25419,2015.comp.600621,2015.comp.600651,1
25420,2015.comp.600621,2015.comp.600621,21
25421,2016.comp.600602,2016.comp.600602,19
25422,2016.comp.600602,2016.comp.600651,2
25423,2016.comp.600621,2016.comp.625,1
25424,2016.comp.600621,2016.comp.600621,21
25425,2016.comp.600621,2016.comp.600651,1
25426,2016.comp.600651,2016.comp.600602,2
25427,2016.comp.600651,2016.comp.600621,1
25428,2016.comp.600651,2016.comp.600651,25
25429,2016.comp.600651,2016.comp.600636,1
25430,2017.comp.600602,2017.comp.600602,19
25431,2017.comp.600602,2017.comp.600651,3
25432,2017.comp.600602,2017.comp.600621,2
25433,2017.comp.600651,2017.comp.603303,1
25434,2017.comp.600651,2017.comp.600602,3
25435,2017.comp.600651,2017.comp.600651,25
25436,2017.comp.600651,2017.comp.600621,2
25437,2017.comp.600651,2017.comp.600636,1
25438,2017.comp.600621,2017.comp.600602,2
25439,2017.comp.600621,2017.comp.600651,2
25440,2017.comp.600621,2017.comp.600621,29
25441,2018.comp.600602,2018.comp.600602,15
25442,2018.comp.600602,2018.comp.600651,2
25443,2018.comp.600602,2018.comp.600621,1
25444,2018.comp.600651,2018.comp.603303,1
25445,2018.comp.600651,2018.comp.600602,2
25446,2018.comp.600651,2018.comp.600651,25
25447,2018.comp.600651,2018.comp.600636,1
25448,2018.comp.600651,2018.comp.600621,1
25449,2019.comp.600602,2019.comp.600602,16
25450,2019.comp.600602,2019.comp.600651,3
25451,2019.comp.600602,2019.comp.600621,1
25452,2019.comp.600651,2019.comp.603303,1
25453,2019.comp.600651,2019.comp.600602,3
25454,2019.comp.600651,2019.comp.600651,26
25455,2019.comp.600651,2019.comp.600621,2
25456,2019.comp.600651,2019.comp.603648,1
25457,2019.comp.600621,2019.comp.600602,1
25458,2019.comp.600621,2019.comp.600651,2
25459,2019.comp.600621,2019.comp.600621,15
25460,2019.comp.600621,2019.comp.603648,1
25461,2020.comp.600602,2020.comp.600602,15
25462,2020.comp.600602,2020.comp.600637,1
25463,2020.comp.600602,2020.comp.600688,1
25464,2020.comp.600602,2020.comp.900953,1
25465,2020.comp.600621,2020.comp.600621,17
25466,2020.comp.600621,2020.comp.600651,2
25467,2020.comp.600621,2020.comp.603648,1
25468,2020.comp.600651,2020.comp.600621,2
25469,2020.comp.600651,2020.comp.600651,29
25470,2020.comp.600651,2020.comp.600618,1
25471,2020.comp.600651,2020.comp.603648,1
25472,2016.comp.600603,2016.comp.600153,1
25473,2016.comp.600603,2016.comp.600297,1
25474,2016.comp.600603,2016.comp.600603,29
25475,2017.comp.600604,2017.comp.541,1
25476,2017.comp.600604,2017.comp.600604,15
25477,2017.comp.600604,2017.comp.603881,5
25478,2017.comp.600604,2017.comp.600841,1
25479,2017.comp.603881,2017.comp.600604,5
25480,2017.comp.603881,2017.comp.603881,25
25481,2017.comp.603881,2017.comp.603648,1
25482,2018.comp.600604,2018.comp.541,1
25483,2018.comp.600604,2018.comp.600604,18
25484,2018.comp.600604,2018.comp.603881,4
25485,2018.comp.600604,2018.comp.600841,2
25486,2018.comp.603881,2018.comp.600604,4
25487,2018.comp.603881,2018.comp.603881,20
25488,2019.comp.600604,2019.comp.600604,16
25489,2019.comp.600604,2019.comp.603881,4
25490,2019.comp.600604,2019.comp.600841,1
25491,2019.comp.600604,2019.comp.600491,1
25492,2019.comp.600604,2019.comp.603786,1
25493,2019.comp.603881,2019.comp.600604,4
25494,2019.comp.603881,2019.comp.603881,21
25495,2020.comp.600604,2020.comp.600604,13
25496,2020.comp.600604,2020.comp.603881,2
25497,2020.comp.600604,2020.comp.600841,1
25498,2020.comp.600604,2020.comp.603786,1
25499,2020.comp.603881,2020.comp.600604,2
25500,2020.comp.603881,2020.comp.603881,17
25501,2015.comp.600606,2015.comp.600389,1
25502,2015.comp.600606,2015.comp.600837,1
25503,2015.comp.600606,2015.comp.600606,49
25504,2015.comp.600606,2015.comp.600649,3
25505,2015.comp.600604,2015.comp.541,1
25506,2015.comp.600604,2015.comp.600496,1
25507,2015.comp.600604,2015.comp.2451,1
25508,2015.comp.600604,2015.comp.601519,1
25509,2015.comp.600604,2015.comp.600604,16
25510,2015.comp.600604,2015.comp.600841,1
25511,2016.comp.600606,2016.comp.600315,1
25512,2016.comp.600606,2016.comp.600606,38
25513,2016.comp.600606,2016.comp.600623,1
25514,2016.comp.600606,2016.comp.600825,1
25515,2016.comp.600604,2016.comp.541,1
25516,2016.comp.600604,2016.comp.2107,1
25517,2016.comp.600604,2016.comp.600604,15
25518,2016.comp.600604,2016.comp.600663,1
25519,2016.comp.600604,2016.comp.600841,1
25520,2017.comp.600606,2017.comp.600315,1
25521,2017.comp.600606,2017.comp.600606,40
25522,2017.comp.600606,2017.comp.600649,3
25523,2017.comp.600606,2017.comp.600825,1
25524,2019.comp.600606,2019.comp.300222,1
25525,2019.comp.600606,2019.comp.600606,19
25526,2019.comp.961,2019.comp.88,1
25527,2019.comp.961,2019.comp.600115,1
25528,2019.comp.961,2019.comp.600895,1
25529,2019.comp.961,2019.comp.961,21
25530,2019.comp.961,2019.comp.600104,1
25531,2019.comp.600020,2019.comp.600350,1
25532,2019.comp.600020,2019.comp.600020,26
25533,2019.comp.600020,2019.comp.601107,1
25534,2020.comp.600606,2020.comp.600606,20
25535,2020.comp.600020,2020.comp.600350,2
25536,2020.comp.600020,2020.comp.300910,1
25537,2020.comp.600020,2020.comp.600020,25
25538,2020.comp.600020,2020.comp.601188,1
25539,2008.comp.600607,2008.comp.600607,16
25540,2008.comp.600607,2008.comp.600849,1
25541,2008.comp.600607,2008.comp.600597,2
25542,2008.comp.600607,2008.comp.600825,1
25543,2008.comp.600607,2008.comp.600843,1
25544,2008.comp.600849,2008.comp.48,1
25545,2008.comp.600849,2008.comp.600842,7
25546,2008.comp.600849,2008.comp.600607,1
25547,2008.comp.600849,2008.comp.600849,18
25548,2008.comp.600849,2008.comp.600611,1
25549,2008.comp.600849,2008.comp.600675,1
25550,2006.comp.600609,2006.comp.600081,1
25551,2006.comp.600609,2006.comp.600609,18
25552,2006.comp.600609,2006.comp.600653,3
25553,2006.comp.600653,2006.comp.600609,3
25554,2006.comp.600653,2006.comp.600653,19
25555,2006.comp.600653,2006.comp.600837,1
25556,2011.comp.600609,2011.comp.698,1
25557,2011.comp.600609,2011.comp.600609,20
25558,2011.comp.600609,2011.comp.600653,5
25559,2011.comp.600653,2011.comp.600806,1
25560,2011.comp.600653,2011.comp.2158,1
25561,2011.comp.600653,2011.comp.600389,1
25562,2011.comp.600653,2011.comp.600609,5
25563,2011.comp.600653,2011.comp.600653,23
25564,2013.comp.600609,2013.comp.698,1
25565,2013.comp.600609,2013.comp.600609,24
25566,2003.comp.600611,2003.comp.600611,14
25567,2003.comp.600611,2003.comp.600635,2
25568,2003.comp.600611,2003.comp.600618,1
25569,2003.comp.600611,2003.comp.600741,1
25570,2003.comp.600611,2003.comp.600675,1
25571,2003.comp.600635,2003.comp.600611,2
25572,2003.comp.600635,2003.comp.600635,14
25573,2003.comp.600635,2003.comp.600619,1
25574,2003.comp.600635,2003.comp.600618,1
25575,2003.comp.600635,2003.comp.600741,2
25576,2004.comp.600611,2004.comp.600611,14
25577,2004.comp.600611,2004.comp.600635,2
25578,2004.comp.600611,2004.comp.600618,1
25579,2004.comp.600611,2004.comp.600675,1
25580,2004.comp.600635,2004.comp.600611,2
25581,2004.comp.600635,2004.comp.600635,15
25582,2004.comp.600635,2004.comp.600618,1
25583,2004.comp.600635,2004.comp.600623,1
25584,2004.comp.600635,2004.comp.600833,1
25585,2005.comp.600611,2005.comp.600611,14
25586,2005.comp.600611,2005.comp.600635,2
25587,2005.comp.600611,2005.comp.600618,1
25588,2005.comp.600611,2005.comp.600675,1
25589,2005.comp.600635,2005.comp.600320,1
25590,2005.comp.600635,2005.comp.600611,2
25591,2005.comp.600635,2005.comp.600635,16
25592,2005.comp.600635,2005.comp.600618,1
25593,2005.comp.600635,2005.comp.600833,1
25594,2006.comp.600611,2006.comp.600611,12
25595,2006.comp.600611,2006.comp.600635,2
25596,2006.comp.600611,2006.comp.600073,1
25597,2006.comp.600611,2006.comp.600618,1
25598,2006.comp.600611,2006.comp.600675,1
25599,2006.comp.600611,2006.comp.600676,1
25600,2006.comp.600635,2006.comp.600611,2
25601,2006.comp.600635,2006.comp.600635,16
25602,2006.comp.600635,2006.comp.600618,1
25603,2006.comp.600635,2006.comp.600676,1
25604,2006.comp.600635,2006.comp.600844,1
25605,2007.comp.600611,2007.comp.600618,1
25606,2007.comp.600611,2007.comp.600611,12
25607,2007.comp.600611,2007.comp.600635,2
25608,2007.comp.600611,2007.comp.600073,1
25609,2007.comp.600611,2007.comp.600675,1
25610,2007.comp.600635,2007.comp.600618,1
25611,2007.comp.600635,2007.comp.600611,2
25612,2007.comp.600635,2007.comp.600635,16
25613,2008.comp.600611,2008.comp.600842,1
25614,2008.comp.600611,2008.comp.600849,1
25615,2008.comp.600611,2008.comp.600611,13
25616,2008.comp.600611,2008.comp.600635,3
25617,2008.comp.600611,2008.comp.600073,1
25618,2008.comp.600611,2008.comp.600618,1
25619,2008.comp.600611,2008.comp.600675,1
25620,2008.comp.600635,2008.comp.600611,3
25621,2008.comp.600635,2008.comp.600635,15
25622,2008.comp.600635,2008.comp.600618,1
25623,2009.comp.600611,2009.comp.600611,13
25624,2009.comp.600611,2009.comp.600635,3
25625,2009.comp.600611,2009.comp.600073,1
25626,2009.comp.600611,2009.comp.600675,2
25627,2009.comp.600611,2009.comp.600676,1
25628,2009.comp.600635,2009.comp.600611,3
25629,2009.comp.600635,2009.comp.600635,14
25630,2009.comp.600635,2009.comp.600651,1
25631,2009.comp.600635,2009.comp.600676,1
25632,2010.comp.600611,2010.comp.2454,1
25633,2010.comp.600611,2010.comp.600611,13
25634,2010.comp.600611,2010.comp.600635,3
25635,2010.comp.600611,2010.comp.600073,1
25636,2010.comp.600635,2010.comp.2454,1
25637,2010.comp.600635,2010.comp.600611,3
25638,2010.comp.600635,2010.comp.600635,14
25639,2010.comp.600635,2010.comp.600822,1
25640,2011.comp.600611,2011.comp.600611,13
25641,2011.comp.600611,2011.comp.600635,3
25642,2011.comp.600635,2011.comp.600611,3
25643,2011.comp.600635,2011.comp.600635,14
25644,2014.comp.600611,2014.comp.2454,1
25645,2014.comp.600611,2014.comp.600550,1
25646,2014.comp.600611,2014.comp.600611,13
25647,2014.comp.600611,2014.comp.600635,4
25648,2014.comp.600611,2014.comp.601788,1
25649,2014.comp.600635,2014.comp.2454,1
25650,2014.comp.600635,2014.comp.600642,1
25651,2014.comp.600635,2014.comp.600073,1
25652,2014.comp.600635,2014.comp.600151,1
25653,2014.comp.600635,2014.comp.600611,4
25654,2014.comp.600635,2014.comp.600635,18
25655,2014.comp.600635,2014.comp.601788,1
25656,2014.comp.600635,2014.comp.900953,1
25657,2015.comp.600611,2015.comp.2454,1
25658,2015.comp.600611,2015.comp.600611,18
25659,2015.comp.600611,2015.comp.600635,5
25660,2015.comp.600611,2015.comp.600708,1
25661,2015.comp.600611,2015.comp.600958,1
25662,2015.comp.600611,2015.comp.601788,1
25663,2015.comp.600635,2015.comp.2454,1
25664,2015.comp.600635,2015.comp.600642,1
25665,2015.comp.600635,2015.comp.600073,1
25666,2015.comp.600635,2015.comp.600611,5
25667,2015.comp.600635,2015.comp.600635,17
25668,2015.comp.600635,2015.comp.600708,1
25669,2015.comp.600635,2015.comp.601788,1
25670,2016.comp.600611,2016.comp.2454,1
25671,2016.comp.600611,2016.comp.600611,13
25672,2016.comp.600611,2016.comp.600635,4
25673,2016.comp.600611,2016.comp.600708,1
25674,2016.comp.600635,2016.comp.2454,1
25675,2016.comp.600635,2016.comp.600642,1
25676,2016.comp.600635,2016.comp.600297,1
