,comp1,comp2,w
670,2019.comp.26,2019.comp.2916,5
671,2019.comp.26,2019.comp.1914,2
672,2019.comp.26,2019.comp.300413,1
673,2019.comp.26,2019.comp.600466,1
674,2019.comp.2419,2019.comp.26,3
675,2019.comp.2419,2019.comp.2419,23
676,2019.comp.2419,2019.comp.50,2
677,2019.comp.2419,2019.comp.2916,3
678,2019.comp.2419,2019.comp.1914,2
679,2019.comp.2419,2019.comp.600970,1
680,2019.comp.50,2019.comp.26,3
681,2019.comp.50,2019.comp.2419,2
682,2019.comp.50,2019.comp.50,22
683,2019.comp.50,2019.comp.2916,3
684,2019.comp.50,2019.comp.1914,1
685,2019.comp.50,2019.comp.37,1
686,2019.comp.50,2019.comp.45,1
687,2019.comp.50,2019.comp.600562,1
688,2019.comp.50,2019.comp.600293,1
689,2019.comp.2916,2019.comp.26,5
690,2019.comp.2916,2019.comp.2419,3
691,2019.comp.2916,2019.comp.50,3
692,2019.comp.2916,2019.comp.2916,18
693,2019.comp.2916,2019.comp.1914,2
694,2019.comp.1914,2019.comp.26,2
695,2019.comp.1914,2019.comp.2419,2
696,2019.comp.1914,2019.comp.50,1
697,2019.comp.1914,2019.comp.2916,2
698,2019.comp.1914,2019.comp.1914,33
699,2019.comp.1914,2019.comp.1979,4
700,2019.comp.1914,2019.comp.601872,1
701,2020.comp.26,2020.comp.26,24
702,2020.comp.26,2020.comp.2419,4
703,2020.comp.26,2020.comp.50,5
704,2020.comp.26,2020.comp.2916,5
705,2020.comp.26,2020.comp.300413,1
706,2020.comp.26,2020.comp.600466,1
707,2020.comp.2419,2020.comp.26,4
708,2020.comp.2419,2020.comp.2419,21
709,2020.comp.2419,2020.comp.50,2
710,2020.comp.2419,2020.comp.2916,3
711,2020.comp.2419,2020.comp.600970,1
712,2020.comp.50,2020.comp.26,5
713,2020.comp.50,2020.comp.2419,2
714,2020.comp.50,2020.comp.50,25
715,2020.comp.50,2020.comp.2916,4
716,2020.comp.50,2020.comp.45,1
717,2020.comp.50,2020.comp.600293,1
718,2020.comp.50,2020.comp.600562,1
719,2020.comp.2916,2020.comp.26,5
720,2020.comp.2916,2020.comp.2419,3
721,2020.comp.2916,2020.comp.50,4
722,2020.comp.2916,2020.comp.2916,19
723,2020.comp.1914,2020.comp.1914,21
724,2020.comp.1914,2020.comp.39,1
725,2020.comp.1914,2020.comp.1979,4
726,2020.comp.1914,2020.comp.2352,1
727,2020.comp.1914,2020.comp.601872,1
728,2008.comp.27,2008.comp.27,22
729,2008.comp.27,2008.comp.37,3
730,2008.comp.37,2008.comp.200053,1
731,2008.comp.37,2008.comp.27,3
732,2008.comp.37,2008.comp.37,30
733,2008.comp.37,2008.comp.600580,1
734,2009.comp.27,2009.comp.27,22
735,2009.comp.27,2009.comp.37,3
736,2009.comp.27,2009.comp.600011,1
737,2009.comp.37,2009.comp.200053,1
738,2009.comp.37,2009.comp.27,3
739,2009.comp.37,2009.comp.37,27
740,2009.comp.37,2009.comp.600580,1
741,2009.comp.37,2009.comp.39,1
742,2010.comp.27,2010.comp.27,21
743,2010.comp.27,2010.comp.37,2
744,2010.comp.37,2010.comp.200053,1
745,2010.comp.37,2010.comp.27,2
746,2010.comp.37,2010.comp.37,25
747,2010.comp.37,2010.comp.600580,1
748,2011.comp.27,2011.comp.27,29
749,2011.comp.27,2011.comp.37,4
750,2011.comp.27,2011.comp.88,1
751,2011.comp.37,2011.comp.27,4
752,2011.comp.37,2011.comp.37,30
753,2011.comp.37,2011.comp.600062,1
754,2011.comp.88,2011.comp.27,1
755,2011.comp.88,2011.comp.88,20
756,2012.comp.27,2012.comp.27,23
757,2012.comp.27,2012.comp.600011,1
758,2012.comp.27,2012.comp.900949,3
759,2012.comp.600011,2012.comp.27,1
760,2012.comp.600011,2012.comp.600011,34
761,2012.comp.600011,2012.comp.900949,1
762,2012.comp.600011,2012.comp.600021,1
763,2012.comp.600011,2012.comp.601168,1
764,2012.comp.600011,2012.comp.600900,1
765,2012.comp.600011,2012.comp.601688,1
766,2013.comp.27,2013.comp.27,24
767,2013.comp.27,2013.comp.37,2
768,2013.comp.27,2013.comp.600011,1
769,2013.comp.27,2013.comp.2429,1
770,2013.comp.37,2013.comp.600036,1
771,2013.comp.37,2013.comp.27,2
772,2013.comp.37,2013.comp.37,30
773,2016.comp.27,2016.comp.27,27
774,2016.comp.27,2016.comp.601211,2
775,2016.comp.27,2016.comp.600011,1
776,2016.comp.27,2016.comp.601318,1
777,2016.comp.601211,2016.comp.16,1
778,2016.comp.601211,2016.comp.27,2
779,2016.comp.601211,2016.comp.601211,35
780,2016.comp.601211,2016.comp.800,1
781,2016.comp.601211,2016.comp.45,1
782,2016.comp.601211,2016.comp.600019,1
783,2016.comp.601211,2016.comp.600021,1
784,2016.comp.601211,2016.comp.601318,1
785,2016.comp.601211,2016.comp.600663,1
786,2016.comp.601211,2016.comp.600827,1
787,2005.comp.28,2005.comp.28,18
788,2005.comp.28,2005.comp.600511,2
789,2005.comp.600511,2005.comp.28,2
790,2005.comp.600511,2005.comp.600511,16
791,2005.comp.600511,2005.comp.600657,1
792,2005.comp.600511,2005.comp.600195,1
793,2005.comp.600511,2005.comp.600196,1
794,2005.comp.600511,2005.comp.600513,1
795,2006.comp.28,2006.comp.28,18
796,2006.comp.28,2006.comp.600511,2
797,2006.comp.600511,2006.comp.28,2
798,2006.comp.600511,2006.comp.600511,18
799,2006.comp.600511,2006.comp.600657,1
800,2006.comp.600511,2006.comp.600195,1
801,2006.comp.600511,2006.comp.600196,1
802,2007.comp.28,2007.comp.28,18
803,2007.comp.28,2007.comp.600511,3
804,2007.comp.28,2007.comp.990,1
805,2007.comp.600511,2007.comp.28,3
806,2007.comp.600511,2007.comp.600511,18
807,2007.comp.600511,2007.comp.600657,1
808,2007.comp.600511,2007.comp.600196,1
809,2008.comp.28,2008.comp.28,21
810,2008.comp.28,2008.comp.600511,3
811,2008.comp.28,2008.comp.990,1
812,2008.comp.600511,2008.comp.28,3
813,2008.comp.600511,2008.comp.600511,17
814,2008.comp.600511,2008.comp.600565,1
815,2008.comp.600511,2008.comp.990,1
816,2008.comp.600511,2008.comp.600196,1
817,2009.comp.28,2009.comp.28,19
818,2009.comp.28,2009.comp.600511,3
819,2009.comp.28,2009.comp.990,1
820,2009.comp.600511,2009.comp.28,3
821,2009.comp.600511,2009.comp.600511,17
822,2009.comp.600511,2009.comp.600565,1
823,2009.comp.600511,2009.comp.990,1
824,2010.comp.28,2010.comp.28,20
825,2010.comp.28,2010.comp.600511,3
826,2010.comp.600511,2010.comp.28,3
827,2010.comp.600511,2010.comp.600511,16
828,2010.comp.600511,2010.comp.990,1
829,2010.comp.600511,2010.comp.600196,1
830,2010.comp.600511,2010.comp.600513,1
831,2011.comp.28,2011.comp.28,25
832,2011.comp.28,2011.comp.600511,3
833,2011.comp.600511,2011.comp.28,3
834,2011.comp.600511,2011.comp.600511,18
835,2011.comp.600511,2011.comp.600196,1
836,2011.comp.600420,2011.comp.600420,22
837,2011.comp.600420,2011.comp.600841,1
838,2011.comp.600420,2011.comp.601718,1
839,2012.comp.28,2012.comp.28,21
840,2012.comp.28,2012.comp.600511,3
841,2012.comp.28,2012.comp.600963,1
842,2012.comp.600511,2012.comp.28,3
843,2012.comp.600511,2012.comp.600511,20
844,2012.comp.600511,2012.comp.600196,1
845,2012.comp.600420,2012.comp.600420,21
846,2012.comp.600420,2012.comp.919,1
847,2012.comp.600420,2012.comp.600491,1
848,2012.comp.600420,2012.comp.600841,1
849,2012.comp.600420,2012.comp.601718,1
850,2013.comp.28,2013.comp.28,20
851,2013.comp.28,2013.comp.600511,4
852,2013.comp.28,2013.comp.600963,1
853,2013.comp.28,2013.comp.600196,1
854,2013.comp.600511,2013.comp.28,4
855,2013.comp.600511,2013.comp.600511,19
856,2013.comp.600511,2013.comp.600196,1
857,2013.comp.600420,2013.comp.600420,19
858,2013.comp.600420,2013.comp.600161,2
859,2013.comp.600420,2013.comp.919,1
860,2013.comp.600420,2013.comp.601718,1
861,2013.comp.600161,2013.comp.600420,2
862,2013.comp.600161,2013.comp.600161,30
863,2013.comp.600161,2013.comp.938,1
864,2013.comp.600161,2013.comp.600480,1
865,2013.comp.600161,2013.comp.600536,1
866,2013.comp.600161,2013.comp.600765,1
867,2014.comp.28,2014.comp.28,21
868,2014.comp.28,2014.comp.600511,4
869,2014.comp.28,2014.comp.600963,1
870,2014.comp.28,2014.comp.600196,1
871,2014.comp.600511,2014.comp.28,4
872,2014.comp.600511,2014.comp.600511,21
873,2014.comp.600420,2014.comp.600420,20
874,2014.comp.600420,2014.comp.919,1
875,2014.comp.600420,2014.comp.601718,1
876,2015.comp.28,2015.comp.28,19
877,2015.comp.28,2015.comp.600511,4
878,2015.comp.28,2015.comp.600963,1
879,2015.comp.28,2015.comp.600196,1
880,2015.comp.600511,2015.comp.28,4
881,2015.comp.600511,2015.comp.600511,21
882,2015.comp.600511,2015.comp.600196,1
883,2015.comp.600511,2015.comp.900935,1
884,2015.comp.600420,2015.comp.600420,22
885,2015.comp.600420,2015.comp.600161,1
886,2015.comp.600420,2015.comp.600829,1
887,2015.comp.600420,2015.comp.601718,1
888,2015.comp.600420,2015.comp.600641,1
889,2016.comp.28,2016.comp.28,23
890,2016.comp.28,2016.comp.600511,6
891,2016.comp.28,2016.comp.600420,3
892,2016.comp.28,2016.comp.600963,1
893,2016.comp.28,2016.comp.600196,1
894,2016.comp.600511,2016.comp.28,6
895,2016.comp.600511,2016.comp.600511,23
896,2016.comp.600511,2016.comp.600420,2
897,2016.comp.600511,2016.comp.600196,1
898,2016.comp.600511,2016.comp.600825,1
899,2016.comp.600420,2016.comp.28,3
900,2016.comp.600420,2016.comp.600511,2
901,2016.comp.600420,2016.comp.600420,30
902,2016.comp.600420,2016.comp.600829,1
903,2016.comp.600420,2016.comp.601718,1
904,2016.comp.600161,2016.comp.600161,22
905,2016.comp.600161,2016.comp.600536,1
906,2017.comp.28,2017.comp.28,21
907,2017.comp.28,2017.comp.600511,6
908,2017.comp.28,2017.comp.600420,2
909,2017.comp.28,2017.comp.600963,1
910,2017.comp.600511,2017.comp.28,6
911,2017.comp.600511,2017.comp.600511,22
912,2017.comp.600511,2017.comp.600420,2
913,2017.comp.600511,2017.comp.600196,1
914,2017.comp.600511,2017.comp.600649,1
915,2017.comp.600511,2017.comp.600825,1
916,2017.comp.600511,2017.comp.601008,1
917,2017.comp.600420,2017.comp.28,2
918,2017.comp.600420,2017.comp.600511,2
919,2017.comp.600420,2017.comp.600420,20
920,2017.comp.600420,2017.comp.600519,1
921,2017.comp.600420,2017.comp.601718,1
922,2018.comp.28,2018.comp.28,24
923,2018.comp.28,2018.comp.600511,6
924,2018.comp.28,2018.comp.600420,1
925,2018.comp.28,2018.comp.600963,1
926,2018.comp.28,2018.comp.2927,1
927,2018.comp.28,2018.comp.600196,1
928,2018.comp.600511,2018.comp.28,6
929,2018.comp.600511,2018.comp.600511,25
930,2018.comp.600511,2018.comp.600420,1
931,2018.comp.600511,2018.comp.600513,2
932,2018.comp.600511,2018.comp.34,1
933,2018.comp.600511,2018.comp.600196,1
934,2018.comp.600511,2018.comp.600649,1
935,2018.comp.600511,2018.comp.600825,1
936,2018.comp.600511,2018.comp.601008,1
937,2018.comp.600420,2018.comp.28,1
938,2018.comp.600420,2018.comp.600511,1
939,2018.comp.600420,2018.comp.600420,25
940,2018.comp.600513,2018.comp.600511,2
941,2018.comp.600513,2018.comp.600513,20
942,2018.comp.600513,2018.comp.919,1
943,2018.comp.600513,2018.comp.2422,1
944,2018.comp.600513,2018.comp.600812,1
945,2019.comp.28,2019.comp.28,22
946,2019.comp.28,2019.comp.600511,7
947,2019.comp.28,2019.comp.600420,1
948,2019.comp.28,2019.comp.600196,1
949,2019.comp.600511,2019.comp.28,7
950,2019.comp.600511,2019.comp.600511,24
951,2019.comp.600511,2019.comp.600420,1
952,2019.comp.600511,2019.comp.34,1
953,2019.comp.600511,2019.comp.600320,1
954,2019.comp.600511,2019.comp.600196,1
955,2019.comp.600511,2019.comp.601008,1
956,2019.comp.600420,2019.comp.28,1
957,2019.comp.600420,2019.comp.600511,1
958,2019.comp.600420,2019.comp.600420,28
959,2020.comp.28,2020.comp.28,23
960,2020.comp.28,2020.comp.600511,6
961,2020.comp.28,2020.comp.600420,1
962,2020.comp.28,2020.comp.600196,2
963,2020.comp.28,2020.comp.300452,1
964,2020.comp.600511,2020.comp.28,6
965,2020.comp.600511,2020.comp.600511,24
966,2020.comp.600511,2020.comp.600420,1
967,2020.comp.600511,2020.comp.34,1
968,2020.comp.600511,2020.comp.600320,1
969,2020.comp.600511,2020.comp.600196,1
970,2020.comp.600511,2020.comp.300452,1
971,2020.comp.600511,2020.comp.600825,1
972,2020.comp.600511,2020.comp.601008,1
973,2020.comp.600420,2020.comp.28,1
974,2020.comp.600420,2020.comp.600511,1
975,2020.comp.600420,2020.comp.600420,18
976,2010.comp.29,2010.comp.29,22
977,2004.comp.30,2004.comp.30,14
978,2004.comp.30,2004.comp.17,2
979,2004.comp.17,2004.comp.30,2
980,2004.comp.17,2004.comp.17,17
981,2005.comp.30,2005.comp.30,10
982,2005.comp.30,2005.comp.17,1
983,2005.comp.17,2005.comp.30,1
984,2005.comp.17,2005.comp.17,17
985,2013.comp.30,2013.comp.30,27
986,2013.comp.30,2013.comp.800,3
987,2013.comp.30,2013.comp.2232,3
988,2013.comp.30,2013.comp.927,3
989,2013.comp.30,2013.comp.600742,5
990,2013.comp.800,2013.comp.30,3
991,2013.comp.800,2013.comp.800,22
992,2013.comp.800,2013.comp.2232,4
993,2013.comp.800,2013.comp.927,6
994,2013.comp.800,2013.comp.600742,4
995,2013.comp.2232,2013.comp.30,3
996,2013.comp.2232,2013.comp.800,4
997,2013.comp.2232,2013.comp.2232,19
998,2013.comp.2232,2013.comp.927,3
999,2013.comp.2232,2013.comp.600742,4
1000,2013.comp.2232,2013.comp.600148,3
1001,2013.comp.927,2013.comp.30,3
1002,2013.comp.927,2013.comp.800,6
1003,2013.comp.927,2013.comp.2232,3
1004,2013.comp.927,2013.comp.927,25
1005,2013.comp.927,2013.comp.600742,3
1006,2013.comp.927,2013.comp.601008,1
1007,2013.comp.600742,2013.comp.30,5
1008,2013.comp.600742,2013.comp.800,4
1009,2013.comp.600742,2013.comp.2232,4
1010,2013.comp.600742,2013.comp.927,3
1011,2013.comp.600742,2013.comp.600742,17
1012,2013.comp.600742,2013.comp.600148,1
1013,2014.comp.30,2014.comp.30,17
1014,2014.comp.30,2014.comp.927,3
1015,2014.comp.30,2014.comp.2232,3
1016,2014.comp.30,2014.comp.600742,4
1017,2014.comp.30,2014.comp.800,2
1018,2014.comp.927,2014.comp.30,3
1019,2014.comp.927,2014.comp.927,26
1020,2014.comp.927,2014.comp.2232,2
1021,2014.comp.927,2014.comp.600742,3
1022,2014.comp.927,2014.comp.800,3
1023,2014.comp.2232,2014.comp.30,3
1024,2014.comp.2232,2014.comp.927,2
1025,2014.comp.2232,2014.comp.2232,16
1026,2014.comp.2232,2014.comp.600742,4
1027,2014.comp.2232,2014.comp.800,3
1028,2014.comp.2232,2014.comp.600148,2
1029,2014.comp.2232,2014.comp.600365,1
1030,2014.comp.600742,2014.comp.30,4
1031,2014.comp.600742,2014.comp.927,3
1032,2014.comp.600742,2014.comp.2232,4
1033,2014.comp.600742,2014.comp.600742,16
1034,2014.comp.600742,2014.comp.800,3
1035,2014.comp.600742,2014.comp.600148,1
1036,2014.comp.800,2014.comp.30,2
1037,2014.comp.800,2014.comp.927,3
1038,2014.comp.800,2014.comp.2232,3
1039,2014.comp.800,2014.comp.600742,3
1040,2014.comp.800,2014.comp.800,19
1041,2014.comp.800,2014.comp.2736,1
1042,2015.comp.30,2015.comp.30,19
1043,2015.comp.30,2015.comp.600742,4
1044,2015.comp.30,2015.comp.2232,3
1045,2015.comp.30,2015.comp.800,2
1046,2015.comp.30,2015.comp.927,3
1047,2015.comp.30,2015.comp.600148,1
1048,2015.comp.600742,2015.comp.30,4
1049,2015.comp.600742,2015.comp.600742,19
1050,2015.comp.600742,2015.comp.2232,5
1051,2015.comp.600742,2015.comp.800,3
1052,2015.comp.600742,2015.comp.927,2
1053,2015.comp.600742,2015.comp.600148,3
1054,2015.comp.2232,2015.comp.30,3
1055,2015.comp.2232,2015.comp.600742,5
1056,2015.comp.2232,2015.comp.2232,16
1057,2015.comp.2232,2015.comp.800,3
1058,2015.comp.2232,2015.comp.927,2
1059,2015.comp.2232,2015.comp.600148,3
1060,2015.comp.800,2015.comp.2736,1
1061,2015.comp.800,2015.comp.30,2
1062,2015.comp.800,2015.comp.600742,3
1063,2015.comp.800,2015.comp.2232,3
1064,2015.comp.800,2015.comp.800,21
1065,2015.comp.800,2015.comp.927,4
1066,2015.comp.800,2015.comp.600148,2
1067,2015.comp.800,2015.comp.601211,1
1068,2015.comp.800,2015.comp.600686,1
1069,2015.comp.927,2015.comp.30,3
1070,2015.comp.927,2015.comp.600742,2
1071,2015.comp.927,2015.comp.2232,2
1072,2015.comp.927,2015.comp.800,4
1073,2015.comp.927,2015.comp.927,22
1074,2015.comp.927,2015.comp.600148,1
1075,2016.comp.30,2016.comp.30,19
1076,2016.comp.30,2016.comp.600742,4
1077,2016.comp.30,2016.comp.2232,3
1078,2016.comp.30,2016.comp.800,1
1079,2016.comp.30,2016.comp.927,3
1080,2016.comp.30,2016.comp.600148,1
1081,2016.comp.600742,2016.comp.30,4
1082,2016.comp.600742,2016.comp.600742,22
1083,2016.comp.600742,2016.comp.2232,6
1084,2016.comp.600742,2016.comp.800,1
1085,2016.comp.600742,2016.comp.927,2
1086,2016.comp.600742,2016.comp.600148,3
1087,2016.comp.2232,2016.comp.30,3
1088,2016.comp.2232,2016.comp.600742,6
1089,2016.comp.2232,2016.comp.2232,18
1090,2016.comp.2232,2016.comp.800,2
1091,2016.comp.2232,2016.comp.927,2
1092,2016.comp.2232,2016.comp.600148,3
1093,2016.comp.800,2016.comp.601211,1
1094,2016.comp.800,2016.comp.30,1
1095,2016.comp.800,2016.comp.600742,1
1096,2016.comp.800,2016.comp.2232,2
1097,2016.comp.800,2016.comp.800,18
1098,2016.comp.800,2016.comp.927,3
1099,2016.comp.800,2016.comp.898,1
1100,2016.comp.800,2016.comp.600148,2
1101,2016.comp.927,2016.comp.30,3
1102,2016.comp.927,2016.comp.600742,2
1103,2016.comp.927,2016.comp.2232,2
1104,2016.comp.927,2016.comp.800,3
1105,2016.comp.927,2016.comp.927,29
1106,2016.comp.927,2016.comp.550,1
1107,2016.comp.927,2016.comp.600148,2
1108,2016.comp.927,2016.comp.600132,1
1109,2016.comp.927,2016.comp.2013,1
1110,2017.comp.30,2017.comp.30,20
1111,2017.comp.30,2017.comp.2232,2
1112,2017.comp.30,2017.comp.600742,6
1113,2017.comp.30,2017.comp.800,1
1114,2017.comp.2232,2017.comp.30,2
1115,2017.comp.2232,2017.comp.2232,17
1116,2017.comp.2232,2017.comp.600742,3
1117,2017.comp.2232,2017.comp.800,2
1118,2017.comp.2232,2017.comp.600148,1
1119,2017.comp.600742,2017.comp.30,6
1120,2017.comp.600742,2017.comp.2232,3
1121,2017.comp.600742,2017.comp.600742,20
1122,2017.comp.600742,2017.comp.800,2
1123,2017.comp.600742,2017.comp.600148,2
1124,2017.comp.600742,2017.comp.600677,1
1125,2017.comp.800,2017.comp.30,1
1126,2017.comp.800,2017.comp.2232,2
1127,2017.comp.800,2017.comp.600742,2
1128,2017.comp.800,2017.comp.800,26
1129,2017.comp.800,2017.comp.927,3
1130,2017.comp.800,2017.comp.898,1
1131,2017.comp.800,2017.comp.600148,3
1132,2017.comp.927,2017.comp.800,3
1133,2017.comp.927,2017.comp.927,22
1134,2017.comp.927,2017.comp.600148,1
1135,2017.comp.927,2017.comp.2013,1
1136,2018.comp.30,2018.comp.30,22
1137,2018.comp.30,2018.comp.600742,3
1138,2018.comp.30,2018.comp.2338,1
1139,2018.comp.600742,2018.comp.30,3
1140,2018.comp.600742,2018.comp.600742,22
1141,2018.comp.600742,2018.comp.2232,2
1142,2018.comp.600742,2018.comp.800,1
1143,2018.comp.2232,2018.comp.600742,2
1144,2018.comp.2232,2018.comp.2232,19
1145,2018.comp.800,2018.comp.600742,1
1146,2018.comp.800,2018.comp.800,22
1147,2018.comp.800,2018.comp.927,4
1148,2018.comp.800,2018.comp.898,1
1149,2018.comp.927,2018.comp.800,4
1150,2018.comp.927,2018.comp.927,28
1151,2018.comp.927,2018.comp.2134,1
1152,2019.comp.30,2019.comp.30,17
1153,2019.comp.30,2019.comp.2048,1
1154,2019.comp.30,2019.comp.600742,3
1155,2019.comp.2048,2019.comp.30,1
1156,2019.comp.2048,2019.comp.2048,16
1157,2019.comp.2920,2019.comp.2920,16
1158,2019.comp.2920,2019.comp.49,4
1159,2019.comp.2232,2019.comp.2232,24
1160,2019.comp.2232,2019.comp.600742,1
1161,2019.comp.600742,2019.comp.30,3
1162,2019.comp.600742,2019.comp.2232,1
1163,2019.comp.600742,2019.comp.600742,15
1164,2019.comp.800,2019.comp.800,21
1165,2019.comp.800,2019.comp.927,4
1166,2019.comp.927,2019.comp.800,4
1167,2019.comp.927,2019.comp.927,27
1168,2019.comp.927,2019.comp.2134,1
1169,2019.comp.927,2019.comp.300680,1
1170,2020.comp.30,2020.comp.30,21
1171,2020.comp.30,2020.comp.600742,4
1172,2020.comp.30,2020.comp.800,2
1173,2020.comp.30,2020.comp.600148,1
1174,2020.comp.600742,2020.comp.30,4
1175,2020.comp.600742,2020.comp.600742,20
1176,2020.comp.600742,2020.comp.800,2
1177,2020.comp.600742,2020.comp.2232,1
1178,2020.comp.600742,2020.comp.600882,1
1179,2020.comp.927,2020.comp.927,31
1180,2020.comp.927,2020.comp.800,3
1181,2020.comp.927,2020.comp.600148,1
1182,2020.comp.927,2020.comp.2134,1
1183,2012.comp.31,2012.comp.24,1
1184,2012.comp.31,2012.comp.31,23
1185,2012.comp.31,2012.comp.601398,1
1186,2012.comp.31,2012.comp.930,1
1187,2012.comp.31,2012.comp.600999,1
1188,2012.comp.31,2012.comp.601919,1
1189,2012.comp.600737,2012.comp.600737,17
1190,2012.comp.600737,2012.comp.600778,1
1191,2013.comp.31,2013.comp.31,21
1192,2013.comp.31,2013.comp.930,1
1193,2013.comp.31,2013.comp.601398,1
1194,2013.comp.31,2013.comp.600999,1
1195,2013.comp.600737,2013.comp.600737,23
1196,2013.comp.600737,2013.comp.600581,1
1197,2015.comp.31,2015.comp.31,19
1198,2015.comp.31,2015.comp.930,1
1199,2015.comp.31,2015.comp.600999,1
1200,2015.comp.31,2015.comp.601919,1
1201,2015.comp.600737,2015.comp.600737,22
1202,2015.comp.600737,2015.comp.2051,1
1203,2016.comp.31,2016.comp.31,23
1204,2016.comp.31,2016.comp.930,1
1205,2016.comp.31,2016.comp.600737,1
1206,2016.comp.31,2016.comp.300256,1
1207,2016.comp.31,2016.comp.2375,1
1208,2016.comp.31,2016.comp.600386,1
1209,2016.comp.31,2016.comp.601919,1
1210,2016.comp.930,2016.comp.31,1
1211,2016.comp.930,2016.comp.930,27
1212,2017.comp.31,2017.comp.31,21
1213,2017.comp.31,2017.comp.600386,1
1214,2017.comp.31,2017.comp.601919,1
1215,2017.comp.600376,2017.comp.600376,24
1216,2017.comp.600376,2017.comp.46,1
1217,2017.comp.600376,2017.comp.300198,1
1218,2017.comp.600376,2017.comp.600175,1
1219,2017.comp.600376,2017.comp.600583,1
1220,2017.comp.600376,2017.comp.601669,1
1221,2018.comp.31,2018.comp.31,23
1222,2018.comp.31,2018.comp.601919,1
1223,2018.comp.930,2018.comp.930,19
1224,2018.comp.930,2018.comp.980,1
1225,2018.comp.600376,2018.comp.600376,23
1226,2018.comp.600376,2018.comp.46,1
1227,2018.comp.600376,2018.comp.538,1
1228,2018.comp.600376,2018.comp.300096,1
1229,2018.comp.600376,2018.comp.300198,1
1230,2018.comp.600376,2018.comp.600175,1
1231,2018.comp.600376,2018.comp.600583,1
1232,2019.comp.31,2019.comp.31,25
1233,2019.comp.930,2019.comp.930,24
1234,2020.comp.31,2020.comp.31,25
1235,2020.comp.31,2020.comp.2423,1
1236,2020.comp.31,2020.comp.600704,1
1237,2020.comp.31,2020.comp.600737,1
1238,2020.comp.2423,2020.comp.31,1
1239,2020.comp.2423,2020.comp.2423,16
1240,2020.comp.2423,2020.comp.930,1
1241,2020.comp.2423,2020.comp.300498,1
1242,2020.comp.2423,2020.comp.600737,1
1243,2020.comp.930,2020.comp.2423,1
1244,2020.comp.930,2020.comp.930,17
1245,2020.comp.930,2020.comp.601816,1
1246,2007.comp.32,2007.comp.32,20
1247,2007.comp.66,2007.comp.66,19
1248,2007.comp.66,2007.comp.600057,1
1249,2007.comp.66,2007.comp.666,1
1250,2008.comp.32,2008.comp.32,20
1251,2008.comp.32,2008.comp.600536,1
1252,2008.comp.66,2008.comp.66,16
1253,2008.comp.66,2008.comp.21,3
1254,2009.comp.32,2009.comp.32,20
1255,2011.comp.32,2011.comp.32,20
1256,2013.comp.32,2013.comp.32,23
1257,2013.comp.32,2013.comp.2388,1
1258,2014.comp.32,2014.comp.32,25
1259,2016.comp.32,2016.comp.32,23
